artist,title,sale_year,price,low_estimate,high_estimate,auction_title
anish kapoor ,Untitled,2013.0,40000.0,30000.0,50000.0,FIRST OPEN
gino severini ,Expansion centrifuge de la lumière,2013.0,665000.0,400000.0,600000.0,A DIALOGUE THROUGH ART: WORKS FROM THE JAN KRUGIER COLLECTION DAY SALE
jacques lipchitz ,Mother and child II,2015.0,24937.5,21000.0,31500.0,MODERN ART
roy lichtenstein ,Blonde,2019.0,1455000.0,1200000.0,1800000.0,POST-WAR AND CONTEMPORARY ART MORNING SESSION
alexander calder ,Petit mobile sur pied,2015.0,903125.0,750000.0,1000000.0,POST-WAR AND CONTEMPORARY ART EVENING AUCTION
sir peter blake,Shrine to Marilyn Monroe,2016.0,34375.0,25000.0,37500.0,MODERN BRITISH & IRISH ART DAY SALE
sir edwin henry landseer,Otter Hunting,2013.0,332343.75,312500.0,437500.0,IMPORTANT VICTORIAN & BRITISH IMPRESSIONIST ART
kazuo shiraga ,Chizosei Shomenko,2012.0,656250.0,420000.0,630000.0,ART CONTEMPORAIN
pablo picasso ,Visage de femme 'Pomone' (A.R. 591),2018.0,6562.5,3750.0,6250.0,Picasso Ceramics - Online
fernando botero ,Man on a Horse,2014.0,221000.0,150000.0,200000.0,LATIN AMERICAN ART
henry moore ,"Textile Design (Sketchbook 1, p. 19)",2015.0,3750.0,2750.0,3500.0,IMPRESSIONIST & MODERN WORKS ON PAPER SALE
sam francis ,Untitled,2012.0,26562.5,10000.0,15000.0,POST-WAR AND CONTEMPORARY ART
andres serrano ,Crucifixion,2020.0,20000.0,12000.0,18000.0,First Open
jacques villon ,Portrait de jeune fille,2013.0,17500.0,20000.0,30000.0,PRINTS & MULTIPLES
josef sudek ,"Still Life, circa 1963-1972",2017.0,4375.0,5000.0,7500.0,Avant-Garde: Photographs from the Shalom Shpilman Collection
piero dorazio ,Introspezione,2019.0,350700.0,178500.0,210000.0,THINKING ITALIAN MILAN
takashi murakami ,AND THEN Red,2020.0,8125.0,10000.0,15000.0,Murakami/Nara
marc chagall ,La tentation,2013.0,69062.5,31250.0,43750.0,IMPRESSIONIST/MODERN WORKS ON PAPER
pablo picasso ,Corrida verte (A.R. 81),2021.0,22500.0,5000.0,7000.0,Picasso Ceramics Online
daniel garcía ,Vencer,2019.0,875.0,2000.0,3000.0,Latin American Art Online
alastair morton ,Yellow Abstract Composition,2013.0,2968.75,1875.0,3125.0,MODERN BRITISH AND IRISH ART
rashid johnson ,Cosmic Slop,2013.0,18750.0,20000.0,30000.0,FIRST OPEN
ferdinand hodler ,"Studie zu Blick in die Unendlichkeit, um 1916",2013.0,12240.0,6120.0,8160.0,SWISS ART SALE
thomas baines ,"The Mosi-o-a-tunya (Smoke resounding) or Victoria Falls of the Zambesi River, Latitude 17.55.4 South",2017.0,234375.0,87500.0,125000.0,TOPOGRAPHICAL PICTURES
andre dunoyer de segonzac ,La table rouge,2017.0,15000.0,15000.0,25000.0,IMPRESSIONIST AND MODERN ART WORKS ON PAPER
h.c. westermann ,"Dust Pan, 30/9",2017.0,13750.0,7000.0,10000.0,First Open | Post-War & Contemporary Art
john duncan fergusson ,Standing Nude,2018.0,30468.75,15000.0,22500.0,MODERN | BRITISH & IRISH ART
rufino tamayo ,Sandías,2016.0,2167500.0,1200000.0,1800000.0,LATIN AMERICAN ART
richard serra ,Northumberland Strait V,2015.0,70312.5,50000.0,75000.0,POST-WAR AND CONTEMPORARY ART DAY AUCTION
andy warhol ,Four Marilyns (Reversal),2016.0,3187500.0,2000000.0,3000000.0,POST-WAR & CONTEMPORARY ART EVENING SALE
pablo picasso ,Service visage noir (A.R. 47),2020.0,7500.0,3000.0,5000.0,Picasso Ceramics
john william godward,Winding wool in a Pompeian garden,2019.0,312500.0,250000.0,375000.0,"BRITISH ART: VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
giuseppe santomaso ,Spazio grigio,2019.0,78750.0,84000.0,126000.0,POST-WAR AND CONTEMPORARY ART VENTE DU JOUR
john george brown ,That's Me Pumpkin,2018.0,47500.0,40000.0,60000.0,AMERICAN ART
ilse bing ,"View from window, 8 rue de Varenne, Paris, 1935",2014.0,2625.0,5250.0,7350.0,COLLECTION KASPAR M. FLEISCHMANN VENDUE AU PROFIT DU CENTRE DE PHOTOGRAPHIE DE L'UNIVERSITÉ DE ZURICH
kay sage ,Design for a Tarot card,2015.0,7031.25,2500.0,3750.0,IMPRESSIONIST/MODERN WORKS ON PAPER
roger de la fresnaye ,La cheminée d’usine,2015.0,317000.0,250000.0,450000.0,IMPRESSIONIST AND MODERN WORKS ON PAPER INCLUDING PROPERTY FROM THE JOHN C. WHITEHEAD COLLECTION
henri laurens ,La grande nuit,2012.0,271562.5,187500.0,250000.0,IMPRESSIONIST/MODERN ART EVENING SALE
richard prince ,Untitled (Three Women Looking in the Same Direction),2018.0,137500.0,80000.0,120000.0,POST-WAR AND CONTEMPORARY ART AFTERNOON SESSION
pablo picasso ,Visage (A.R. 290),2018.0,5625.0,2000.0,3000.0,Picasso Ceramics: Including Property from the Collection of Joan A. Mendell
joan miró ,"One plate, from: Cartones",2020.0,7812.5,1000.0,1500.0,Prints & Multiples: Modern to Pop
joan mitchell ,Untitled,2014.0,11925000.0,6000000.0,9000000.0,POST-WAR AND CONTEMPORARY EVENING SALE
fernando botero ,The Bedroom,2019.0,689062.5,625000.0,875000.0,IMPRESSIONIST AND MODERN ART DAY SALE
pablo picasso ,Portrait d'un vieillard,2012.0,164850.0,42000.0,63000.0,ART IMPRESSIONNISTE ET MODERNE
tom wesselmann ,Bedroom Blonde,2018.0,10937.5,5000.0,7500.0,Contemporary Edition
andy warhol ,"Mickey Mouse, from Myths",2019.0,187500.0,100000.0,150000.0,PRINTS & MULTIPLES
roger hilton ,Untitled,2013.0,2500.0,3125.0,4375.0,MODERN BRITISH AND IRISH ART
alberto giacometti ,Nu allongé les bras derrière la nuque (Isabel),2016.0,50000.0,20000.0,30000.0,IMPRESSIONIST & MODERN ART WORKS ON PAPER SALE
willem de kooning ,Two Women,2017.0,4000.0,2000.0,3000.0,Contemporary Edition
salvador dalí ,Dessin érotique,2015.0,12500.0,6250.0,8750.0,IMPRESSIONIST/MODERN WORKS ON PAPER
jim dine ,The Blue of Autumn with a Red Light,2013.0,40000.0,40000.0,60000.0,FIRST OPEN: SUMMER EDITION
diego giacometti ,La promenade des amis,2013.0,9375.0,7500.0,10000.0,IMPRESSIONIST/MODERN DAY SALE
hendrik nicolaas werkman ,Turkenkalender 1942 and Six other booklets,2015.0,21000.0,4200.0,6300.0,MODERN ART
frank stella ,Does the Whale Diminish?,2020.0,325000.0,300000.0,500000.0,POST-WAR TO PRESENT
richard avedon ,"Nureyev, 1963",2014.0,22500.0,15000.0,25000.0,PHOTOGRAPHS
pablo picasso ,Chouette marron/noir (A.R. 134),2021.0,62500.0,7000.0,10000.0,Picasso Ceramics Online
barbara kruger ,Untitled (Who follows orders?),2018.0,280937.5,250000.0,375000.0,POST WAR AND CONTEMPORARY ART DAY AUCTION
karel appel ,Composition,2018.0,285075.0,105000.0,157500.0,POST-WAR AND CONTEMPORARY ART
pablo picasso ,Visage d'homme (A.R. 571),2017.0,21250.0,8000.0,12000.0,Picasso Ceramics
albert gleizes ,Sans titre,2013.0,92343.75,50000.0,75000.0,IMPRESSIONIST/MODERN DAY SALE
sir eduardo paolozzi,Computer Head,2019.0,9375.0,8750.0,12500.0,MODERN | BRITISH ART
alberto morrocco,"Evening, Anticoli",2012.0,23437.5,3750.0,6250.0,"A CELEBRATION: THE STUDIO OF ALBERTO MORROCCO & BINROCK HOUSE, DUNDEE"
terry winters ,k,2020.0,5250.0,5000.0,7000.0,First Open
andy warhol ,Oxidation Painting,2018.0,558437.5,500000.0,750000.0,POST WAR AND CONTEMPORARY ART DAY AUCTION
matta ,Sans titre,2018.0,11156.25,5250.0,7350.0,SHE WAS A GIANT COLLECTION BÉNÉDICTE PESLE
marsden hartley ,Flowers from a Lonely Child - for Mary of the Volcanoes,2021.0,375000.0,400000.0,600000.0,AMERICAN ART
aristide maillol ,Jeune fille au chignon pointu,2017.0,60000.0,22000.0,28000.0,IMPRESSIONIST AND MODERN ART DAY SALE
catherine opie ,Dyke,2019.0,87500.0,10000.0,15000.0,On Paper | Online
sir edwin henry landseer,Caricature of Edward Ellice as a robin,2019.0,14843.75,1500.0,2250.0,THE COLLECTION OF DRUE HEINZ TOWNHOUSES IN LONDON AND NEW YORK WITH INTERIORS BY JOHN FOWLER AND RENZO MONGIARDINO
odilon redon ,Ève plaignant la mort d'Abel,2019.0,15750.0,10500.0,15750.0,"OEUVRES MODERNES SUR PAPIER, INCLUANT DES OEUVRES DE LA COLLECTION JEAN BONNA"
fernando de szyszlo ,Recinto,2018.0,112500.0,60000.0,80000.0,LATIN AMERICAN ART
kurt schwitters ,Mz x 13 BY,2012.0,104500.0,40000.0,60000.0,IMPRESSIONIST AND MODERN WORKS ON PAPER
joseph beuys ,Untitled,2019.0,5000.0,5000.0,7500.0,First Open | Online
giuseppe uncini ,Ombra di due travi poggiate MT. 5,2018.0,45937.5,42000.0,63000.0,MILAN MODERN AND CONTEMPORARY ART
balthus ,Katia dans un fauteuil les bras levés,2019.0,187500.0,250000.0,350000.0,IMPRESSIONIST AND MODERN ART WORKS ON PAPER
pablo picasso ,Oiseau au soleil (A.R. 174),2018.0,5468.75,1250.0,2500.0,Picasso Ceramics - Online
max liebermann ,Gemüsemarkt in Delft,2014.0,46875.0,31250.0,43750.0,IMPRESSIONIST/MODERN WORKS ON PAPER
terry frost ,"Orange and Blue Q, Newlyn (Kemp 167)",2013.0,1718.75,1000.0,1500.0,PRINTS & MULTIPLES
pierre bonnard ,"L'arc-en-ciel, La roulotte",2018.0,100000.0,80000.0,120000.0,IMPRESSIONIST AND MODERN ART DAY SALE
oskar kokoschka ,Mädchenakt,2015.0,10937.5,6250.0,8750.0,IMPRESSIONIST/MODERN & PICASSO CERAMICS
gabriel alix ,Licorne,2017.0,10156.25,1875.0,3125.0,IMPRESSIONIST AND MODERN ART
max ernst ,Mr. Sippi,2016.0,75000.0,30000.0,50000.0,IMPRESSIONIST & MODERN ART DAY SALE
henry moore ,Reclining Woman,2019.0,11718.75,5000.0,7500.0,IMPRESSIONIST AND MODERN WORKS ON PAPER
alexander calder ,Family with Horse,2015.0,56250.0,40000.0,60000.0,POST-WAR AND CONTEMPORARY ART MORNING SESSION
victor vasarely ,Celenderis,2017.0,36750.0,21000.0,31500.0,ART CONTEMPORAIN - VENTE DU JOUR
moïse kisling ,Les trois orphelins,2013.0,73562.5,62500.0,87500.0,IMPRESSIONIST/MODERN DAY SALE
ernst samuel geiger ,"Waldweg, um 1911",2017.0,16575.0,4080.0,6120.0,SWISS ART
george frederick watts,Study for Jacob and Esau; and A figure study of a female nude,2018.0,4062.5,3750.0,6250.0,VICTORIAN PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART
pablo picasso ,Sans titre (L’écuyère),2019.0,68750.0,10000.0,15000.0,IMPRESSIONIST AND MODERN ART WORKS ON PAPER SALE
gabriel alix ,Les tigres,2017.0,10937.5,1875.0,3125.0,IMPRESSIONIST AND MODERN ART
richard paul lohse ,"Sechs ineinandergehende gleiche Gruppen mit gleichen Farbmengen, 1950/1961/10",2014.0,39168.0,15300.0,20400.0,SWISS ART SALE
benjamin williams leader,Evening Glow,2017.0,34375.0,18750.0,25000.0,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART, MARITIME ART, SPORTING & WILDLIFE ART"
sir terry frost,Winter Blue,2013.0,34375.0,25000.0,37500.0,MODERN BRITISH ART DAY SALE
pablo picasso ,Femme assise en pyjama de plage II,2015.0,10000.0,8000.0,12000.0,PRINTS & MULTIPLES
juan munoz ,Kneeling Figure,2014.0,137000.0,100000.0,150000.0,FIRST OPEN/NYC
paul klee ,Ausblick aus e. Wald,2018.0,225000.0,200000.0,300000.0,IMPRESSIONIST AND MODERN ART WORKS ON PAPER
ivon hitchens ,Reclining Nude,2016.0,37500.0,25000.0,37500.0,MODERN BRITISH & IRISH ART DAY SALE
edward bawden,Grand Ring,2012.0,4687.5,3125.0,4375.0,20TH CENTURY BRITISH ART
günther förg ,Untitled,2014.0,7812.5,5000.0,7500.0,FIRST OPEN/LDN
laurence stephen lowry,"Standing girl, full-length",2015.0,42187.5,31250.0,43750.0,MODERN BRITISH AND IRISH ART DAY SALE
gunther gerzso ,Rojo y azul,2019.0,118750.0,70000.0,90000.0,LATIN AMERICAN ART
alexander calder ,Guava,2017.0,5666250.0,3750000.0,6250000.0,POST WAR & CONTEMPORARY ART EVENING AUCTION
joan miro ,L'Oiseleur et sa compagne,2021.0,8593.75,3750.0,6250.0,Prints & Multiples
charles demuth ,In Vaudeville: Two Dancers,2013.0,315750.0,200000.0,300000.0,AMERICAN ART
carl grossberg ,"View of the Singel with the Krijtberg church, Amsterdam",2012.0,3150.0,525.0,735.0,IMPRESSIONIST AND MODERN ART
pablo picasso ,Lampe femme (A.R. 295),2021.0,52500.0,10000.0,15000.0,Picasso Ceramics Online
christopher wool ,Untitled,2015.0,341000.0,200000.0,300000.0,POST-WAR AND CONTEMPORARY ART DAY SALE SESSION I
sigmar polke ,Untitled (Ghosts),2012.0,271562.5,250000.0,312500.0,POST WAR AND CONTEMPORARY ART DAY AUCTION
marcel broodthaers ,La Souris Ecrit Rat (A Compte d'Auteur) (The Mouse Writes Rat (At the Author's Expense)) (the Black Variant),2016.0,6562.5,3150.0,5250.0,POST-WAR AND CONTEMPORARY ART
herman de vries ,V72-138 S Random Objectivation,2016.0,36750.0,31500.0,52500.0,POST-WAR AND CONTEMPORARY ART
alain jacquet  pour l'atelier a,"TABLE BASSE 'POINTILLISME', ÉDITION MOBILIER MODULAIRE MODERNE, 1968",2021.0,6562.5,5250.0,7350.0,"DE LA FONCTION À LA COLLECTION, STÉPHANE DANANT UNE PASSION POUR LE DESIGN ET L'ART FRANÇAIS DES ANNÉES 1955-1975."
enrico castellani ,Superficie alluminio,2015.0,828125.0,437500.0,625000.0,POST-WAR AND CONTEMPORARY ART EVENING AUCTION
juan munoz ,Marux,2014.0,65625.0,50000.0,75000.0,EYES WIDE OPEN: AN ITALIAN VISION
karel appel ,Sortilège (Spell),2019.0,363300.0,126000.0,189000.0,POST-WAR & CONTEMPORARY ART
brassaï ,"Graffiti (série VIII, La Magie), vers 1933",2017.0,15750.0,10500.0,15750.0,PHOTOGRAPHIES
jirí kolár ,Kapesní Láska (Pocket Love),2012.0,781.25,750.0,1000.0,IMPRESSIONIST/MODERN
edward seago ,"In the harbour, Portugal",2014.0,14062.5,12500.0,18750.0,VICTORIAN & BRITISH IMPRESSIONIST ART
jan schoonhoven ,Dakvormige Binnenvlakken,2015.0,102375.0,36750.0,47250.0,POST-WAR AND CONTEMPORARY ART
john stanton ward,"Annabel's, the Buddha room (i); Louise (ii)",2018.0,3437.5,1000.0,1500.0,ANNABEL'S
cy gavin ,Portrait of My Father,2020.0,62500.0,50000.0,70000.0,POST-WAR & CONTEMPORARY ART DAY SALE
max bill ,"austausch als einheit, 1965",2014.0,51408.0,25500.0,35700.0,SWISS ART SALE
alexander calder ,"Yellow Flower, Red Flower",2016.0,106250.0,40000.0,60000.0,FIRST OPEN | POST-WAR AND CONTEMPORARY ART
ghada amer ,Mon Dieu,2013.0,2500.0,4000.0,6000.0,FIRST OPEN: SUMMER EDITION
michael ayrton ,"Hommes/Femmes, from: Paul Verlaine",2013.0,1093.75,1000.0,1500.0,MODERN BRITISH AND IRISH ART
yves klein ,Anthropométrie (ANT 49),2012.0,1619562.5,1250000.0,1875000.0,POST-WAR AND CONTEMPORARY ART EVENING AUCTION
diego giacometti ,La promenade des amis,2013.0,26562.5,7500.0,10000.0,IMPRESSIONIST/MODERN DAY SALE
albert gleizes ,Composition pour la contemplation,2020.0,196875.0,157500.0,262500.0,ART MODERNE
paul signac ,"La Corne d'Or, les minarets",2012.0,7751562.5,5000000.0,7500000.0,IMPRESSIONIST/MODERN ART EVENING SALE
gilbert & george ,Dating,2016.0,100625.0,100000.0,150000.0,POST-WAR AND CONTEMPORARY ART DAY AUCTION
pablo picasso ,Picador (A.R. 176),2020.0,2231.25,1575.0,2100.0,The Fall/Winter Modern Art Week 2020
matta ,Un poéte de notre connaissance,2014.0,3250.0,5000.0,7000.0,FIRST OPEN: SUMMER EDITION
bradley biancardi ,Garbage Wrapped in Human Skin with Sores,2020.0,3750.0,4000.0,6000.0,Vice
georges rouault ,Povre Pierrot,2016.0,18750.0,10000.0,15000.0,IMPRESSIONIST & MODERN ART WORKS ON PAPER
moïse kisling ,Paysage,2016.0,46935.0,15750.0,21000.0,ART IMPRESSIONNISTE & MODERNE
raoul ubac ,"La Nébuleuse, 1939",2021.0,17062.5,6300.0,8400.0,PHOTOGRAPHIES
gerhard richter ,Karmin (Carmine),2015.0,12003125.0,11250000.0,17500000.0,POST-WAR AND CONTEMPORARY ART EVENING AUCTION
han snel ,Bali life,2016.0,49455.0,15750.0,21000.0,MODERN ART
georg baselitz ,Fahrradfahrer (Cyclist),2018.0,137812.5,29400.0,33600.0,POST-WAR AND CONTEMPORARY ART
roy lichtenstein ,Paper Plate,2018.0,1625.0,1000.0,1500.0,Contemporary Edition
alexander calder ,Ball Game,2016.0,137000.0,40000.0,60000.0,FIRST OPEN | POST-WAR AND CONTEMPORARY ART
roy lichtenstein ,Modern Sculpture with Apertures,2021.0,6562.5,5000.0,7500.0,Prints & Multiples
michel journiac ,"24h de la vie d'une femme, 1974",2013.0,41895.0,15750.0,21000.0,AGATHE GAILLARD ET LA PHOTOGRAPHIE : UNE PIONNIÈRE À PARIS
rembrandt harmensz. van rijn ,Pieter Haaringh (‘Young Haaringh’),2019.0,14843.75,5000.0,7500.0,Three Northern Masters
robert nava ,Ejected Driver,2020.0,47500.0,20000.0,30000.0,POST-WAR & CONTEMPORARY ART DAY SALE
pablo picasso ,"Minotaure et femme derrière un rideau, from La Suite Vollard",2020.0,10625.0,8000.0,12000.0,Modern Edition
laurence stephen lowry,Trawler at Sea,2021.0,29687.5,18750.0,31250.0,MODERN BRITISH ART DAY SALE
auguste rodin ,"Éternel printemps, second état, 4ème réduction dite aussi ""no. 2""",2019.0,236250.0,189000.0,241500.0,IMPRESSIONIST & MODERN ART
henri matisse ,"Figure assise, blouse transparente",2017.0,21250.0,10000.0,15000.0,Modern Edition
kaws ,CHUM (KCO14),2016.0,247500.0,120000.0,180000.0,POST-WAR & CONTEMPORARY ART AFTERNOON SALE
raoul dufy ,"Deauville, bateaux à quai",2020.0,54687.5,43750.0,68750.0,Joie de Vivre: Modern Art and the Riviera
andy warhol ,$ (1): one plate,2018.0,40000.0,30000.0,50000.0,PRINTS AND MULTIPLES
pablo picasso ,Oiseau polychrome (A.R. 33),2020.0,10156.25,7500.0,10000.0,Picasso Ceramics Online
alexander archipenko ,Woman with Fan,2018.0,324500.0,300000.0,500000.0,IMPRESSIONIST AND MODERN ART DAY SALE
dame elisabeth frink,Baboon,2013.0,34375.0,18750.0,31250.0,MODERN BRITISH ART DAY SALE
alberto giacometti ,"Lampadaire, modèle (étoile)",2013.0,144062.5,75000.0,100000.0,IMPRESSIONIST/MODERN DAY SALE
asger jorn ,Die Windsbraut (The Bride of the Wind),2016.0,153825.0,105000.0,157500.0,POST-WAR AND CONTEMPORARY ART
silvio mattioli ,Untitled,2020.0,2167.5,2040.0,3060.0,Swiss Art Online Sale
thomas zipp ,(i) Schlafzimmerbild No. 5 (Bedroom Picture No. 5)(ii) Schlafzimmerbild No. 6 (Bedroom Picture No. 6),2020.0,787.5,3150.0,5250.0,Post-War & Contemporary Art Online
laurence stephen lowry,Man Searching a Dustbin,2020.0,125000.0,100000.0,150000.0,People Watching: The Art of L.S. Lowry
william hodges,"Matavie Bay in the Island of Otaheite (Matavai Bay, Tahiti)",2019.0,824062.5,500000.0,750000.0,TOPOGRAPHICAL PICTURES INCLUDING SELECTIONS FROM THE KELTON COLLECTION
dame elisabeth frink,Small Rolling Horse,2013.0,68750.0,75000.0,100000.0,MODERN BRITISH AND IRISH ART DAY SALE
paul klee ,Physiognomisch nach M.B (Physiognomic after M.B),2013.0,13281.25,12500.0,18750.0,IMPRESSIONIST/MODERN WORKS ON PAPER
tom wesselmann ,Study for Bedroom Painting #3,2019.0,30000.0,25000.0,35000.0,First Open | Online
ross bleckner ,Untitled,2019.0,3750.0,5000.0,7000.0,First Open | Online
ghada amer ,Red & White Lovers,2017.0,90625.0,37500.0,50000.0,POST WAR & CONTEMPORARY ART DAY AUCTION
emmanuel sougez ,"Untitled (Flowers in vase), 1930",2019.0,4375.0,8000.0,12000.0,THE FACE OF THE CENTURY: PHOTOGRAPHS FROM A PRIVATE COLLECTION
diana scultori,The Baptism of Saint Eustace,2021.0,2343.75,2500.0,3750.0,Old Master Prints
yves tanguy ,Sans titre,2016.0,78125.0,62500.0,100000.0,IMPRESSIONIST & MODERN ART WORKS ON PAPER
pablo picasso ,Petit carré au soleil (A.R. 631),2020.0,2500.0,700.0,1000.0,Picasso Ceramics
le corbusier ,Two prints by the artist,2021.0,8125.0,4000.0,6000.0,A Graphic Century - 1875-1975
jasper francis cropsey ,Sunset on Greenwood Lake,2016.0,271500.0,150000.0,250000.0,AMERICAN ART
wassily kandinsky ,Sans titre,2019.0,495000.0,300000.0,500000.0,IMPRESSIONIST AND MODERN ART WORKS ON PAPER
berenice abbott ,"Murlberry and Prince Streets, Manhattan, October 25, 1935",2014.0,12468.75,6300.0,8400.0,NEW YORK PAR BÉRÉNICE ABBOTT COLLECTION KASPAR M FLEISCHMANN VENDUE AU PROFIT DU CENTRE DE PHOTOGRAPHIE DE L'UNIVERSITÉ DE ZURICH
sonia delaunay ,Cercles rouge et vert,2015.0,10500.0,7350.0,9450.0,OEUVRES MODERNES SUR PAPIER
pablo picasso ,Visage dans étoile (A.R. 30),2019.0,5000.0,3750.0,6250.0,Picasso Ceramics Online
peter lanyon ,Landscape and Cup (Annunciation),2018.0,128125.0,37500.0,62500.0,MODERN | BRITISH & IRISH ART
sigmar polke ,Untitled,2018.0,610937.5,500000.0,750000.0,POST WAR AND CONTEMPORARY ART DAY AUCTION
bernard aubertin ,Sans titre,2021.0,7218.75,2625.0,3675.0,COLLECTION GERARD VALKIER : A LIFETIME JOURNEY WITH ART.
osvaldo licini ,Errante,2021.0,63000.0,63000.0,84000.0,COLLECTION GERARD VALKIER : A LIFETIME JOURNEY WITH ART.
andy warhol ,Orchids,2020.0,16250.0,12000.0,18000.0,First Open | Online
pablo picasso ,Personnages no. 28,2013.0,10156.25,3750.0,6250.0,PICASSO CERAMICS
howard hodgkin ,Night Palm,2019.0,14062.5,8750.0,12500.0,Feelings in Colour: The Graphic Art of Howard Hodgkin
walter leblanc ,Torsions T.O. 135,2014.0,54495.0,21000.0,31500.0,POST-WAR AND CONTEMPORARY ART
hendrick hondius i,The Months of the Year (Hollstein 70-81),2012.0,1250.0,625.0,875.0,"OLD MASTER, DECORATIVE, MODERN & CONTEMPORARY PRINTS INCLUDING AN IMPORTANT PRIVATE COLLECTION BY LILL TSCHUDI"
henri matisse ,Grand visage,2021.0,20000.0,10000.0,15000.0,"Matisse on Paper: Prints & Drawings from the Estate of Jacquelyn Miller Matisse, Online"
sir john everett millais. ,"Portrait of Lady Campbell, née Nina Lehmann",2013.0,602343.75,500000.0,750000.0,IMPORTANT VICTORIAN & BRITISH IMPRESSIONIST ART
sir peter markham scott ,"Garganey ducks, blue-winged teals and northern shovelers",2013.0,3125.0,1875.0,2500.0,SPORTING & WILDLIFE ART
fernand léger ,Femmes aux perroquets,2017.0,667500.0,300000.0,500000.0,IMPRESSIONIST AND MODERN ART DAY SALE
juan gris ,Compotier et carafe,2012.0,52500.0,50000.0,70000.0,IMPRESSIONIST AND MODERN WORKS ON PAPER
mary fedden,Fez,2017.0,1562.5,1875.0,3125.0,Modern/British Art Online
aboudia ,Portrait de Noutchy,2021.0,10625.0,3000.0,5000.0,ABOUDIA | Noutchy in New York City
jon schueler ,"Red Sky, Red Sea",2019.0,21250.0,8000.0,12000.0,First Open | Online
pablo picasso ,"Compotier, bouteille, guitare devant une fenêtre ouverte",2015.0,903125.0,750000.0,1000000.0,IMPRESSIONIST & MODERN ART DAY SALE
diego rivera ,Descansando (Hombre sentado junto a un tronco),2022.0,277200.0,120000.0,180000.0,LATIN AMERICAN ART
richmond burton ,Faceted Space (Study),2020.0,875.0,1500.0,2000.0,Christie's 100
andré lhote ,La négresse ingénue,2016.0,31500.0,31500.0,52500.0,ART MODERNE
pablo picasso ,Visage n° 202 (A.R. 495),2019.0,12500.0,7500.0,10000.0,Picasso Ceramics Online
